Date,Station,Duty Window Number,Rank,Fleet,Season,IrOps,Month,Month Number,Weekday,Weekday Number,Duty Window,Pairing Start Count,Multi-Day Pairing Count,INT Pairing Count,Standby Activation Count,Multi-Day Pairing Ratio,INT Pairing Ratio,Activation Rate
23-05-2025,DEL,1,CP,Airbus,0,0,May,5,Friday,4,0-4,5,1,0,1,0.2,0,0.2
23-05-2025,DEL,1,FO,Airbus,0,0,May,5,Friday,4,0-4,5,1,0,0,0.2,0,0
23-05-2025,DEL,2,CP,Airbus,0,0,May,5,Friday,4,04-Aug,49,17,4,2,0.3469,0.0816,0.0408
23-05-2025,DEL,2,FO,Airbus,0,0,May,5,Friday,4,04-Aug,46,13,3,8,0.2826,0.0652,0.1739
23-05-2025,DEL,3,CP,Airbus,0,0,May,5,Friday,4,08-Dec,42,10,4,4,0.2381,0.0952,0.0952
23-05-2025,DEL,3,FO,Airbus,0,0,May,5,Friday,4,08-Dec,44,6,5,11,0.1364,0.1136,0.25
23-05-2025,DEL,4,CP,Airbus,0,0,May,5,Friday,4,Dec-16,47,11,2,5,0.234,0.0426,0.1064
23-05-2025,DEL,4,FO,Airbus,0,0,May,5,Friday,4,Dec-16,41,4,3,9,0.0976,0.0732,0.2195
23-05-2025,DEL,5,CP,Airbus,0,0,May,5,Friday,4,16-20,51,10,4,5,0.1961,0.0784,0.098
23-05-2025,DEL,5,FO,Airbus,0,0,May,5,Friday,4,16-20,47,10,4,11,0.2128,0.0851,0.234
23-05-2025,DEL,6,CP,Airbus,0,0,May,5,Friday,4,20-24,20,9,5,0,0.45,0.25,0
23-05-2025,DEL,6,FO,Airbus,0,0,May,5,Friday,4,20-24,18,6,5,3,0.3333,0.2778,0.1667
24-05-2025,DEL,1,CP,Airbus,0,0,May,5,Saturday,5,0-4,6,1,0,0,0.1667,0,0
24-05-2025,DEL,1,FO,Airbus,0,0,May,5,Saturday,5,0-4,6,1,0,0,0.1667,0,0
24-05-2025,DEL,2,CP,Airbus,0,0,May,5,Saturday,5,04-Aug,50,16,5,4,0.32,0.1,0.08
24-05-2025,DEL,2,FO,Airbus,0,0,May,5,Saturday,5,04-Aug,53,13,4,5,0.2453,0.0755,0.0943
24-05-2025,DEL,3,CP,Airbus,0,0,May,5,Saturday,5,08-Dec,45,11,4,4,0.2444,0.0889,0.0889
24-05-2025,DEL,3,FO,Airbus,0,0,May,5,Saturday,5,08-Dec,43,7,4,8,0.1628,0.093,0.186
24-05-2025,DEL,4,CP,Airbus,0,0,May,5,Saturday,5,Dec-16,37,9,3,10,0.2432,0.0811,0.2703
24-05-2025,DEL,4,FO,Airbus,0,0,May,5,Saturday,5,Dec-16,43,5,3,14,0.1163,0.0698,0.3256
24-05-2025,DEL,5,CP,Airbus,0,0,May,5,Saturday,5,16-20,54,17,4,7,0.3148,0.0741,0.1296
24-05-2025,DEL,5,FO,Airbus,0,0,May,5,Saturday,5,16-20,39,10,6,9,0.2564,0.1538,0.2308
24-05-2025,DEL,6,CP,Airbus,0,0,May,5,Saturday,5,20-24,24,14,5,2,0.5833,0.2083,0.0833
24-05-2025,DEL,6,FO,Airbus,0,0,May,5,Saturday,5,20-24,15,6,5,2,0.4,0.3333,0.1333
25-05-2025,DEL,1,CP,Airbus,0,0,May,5,Sunday,6,0-4,4,1,0,0,0.25,0,0
25-05-2025,DEL,1,FO,Airbus,0,0,May,5,Sunday,6,0-4,3,1,0,1,0.3333,0,0.3333
25-05-2025,DEL,2,CP,Airbus,0,0,May,5,Sunday,6,04-Aug,49,14,5,8,0.2857,0.102,0.1633
25-05-2025,DEL,2,FO,Airbus,0,0,May,5,Sunday,6,04-Aug,48,13,5,7,0.2708,0.1042,0.1458
25-05-2025,DEL,3,CP,Airbus,0,0,May,5,Sunday,6,08-Dec,46,9,4,7,0.1957,0.087,0.1522
25-05-2025,DEL,3,FO,Airbus,0,0,May,5,Sunday,6,08-Dec,38,3,4,4,0.0789,0.1053,0.1053
25-05-2025,DEL,4,CP,Airbus,0,0,May,5,Sunday,6,Dec-16,47,11,2,5,0.234,0.0426,0.1064
25-05-2025,DEL,4,FO,Airbus,0,0,May,5,Sunday,6,Dec-16,43,6,2,8,0.1395,0.0465,0.186
25-05-2025,DEL,5,CP,Airbus,0,0,May,5,Sunday,6,16-20,46,5,4,7,0.1087,0.087,0.1522
25-05-2025,DEL,5,FO,Airbus,0,0,May,5,Sunday,6,16-20,43,7,5,10,0.1628,0.1163,0.2326
25-05-2025,DEL,6,CP,Airbus,0,0,May,5,Sunday,6,20-24,24,15,6,2,0.625,0.25,0.0833
25-05-2025,DEL,6,FO,Airbus,0,0,May,5,Sunday,6,20-24,16,7,6,4,0.4375,0.375,0.25
26-05-2025,DEL,1,CP,Airbus,0,0,May,5,Monday,0,0-4,5,0,0,2,0,0,0.4
26-05-2025,DEL,1,FO,Airbus,0,0,May,5,Monday,0,0-4,5,1,0,1,0.2,0,0.2
26-05-2025,DEL,2,CP,Airbus,0,0,May,5,Monday,0,04-Aug,53,18,7,13,0.3396,0.1321,0.2453
26-05-2025,DEL,2,FO,Airbus,0,0,May,5,Monday,0,04-Aug,44,12,4,11,0.2727,0.0909,0.25
26-05-2025,DEL,3,CP,Airbus,0,0,May,5,Monday,0,08-Dec,45,13,4,10,0.2889,0.0889,0.2222
26-05-2025,DEL,3,FO,Airbus,0,0,May,5,Monday,0,08-Dec,42,6,4,7,0.1429,0.0952,0.1667
26-05-2025,DEL,4,CP,Airbus,0,0,May,5,Monday,0,Dec-16,42,7,3,11,0.1667,0.0714,0.2619
26-05-2025,DEL,4,FO,Airbus,0,0,May,5,Monday,0,Dec-16,41,7,2,11,0.1707,0.0488,0.2683
26-05-2025,DEL,5,CP,Airbus,0,0,May,5,Monday,0,16-20,49,14,5,6,0.2857,0.102,0.1224
26-05-2025,DEL,5,FO,Airbus,0,0,May,5,Monday,0,16-20,43,7,4,6,0.1628,0.093,0.1395
26-05-2025,DEL,6,CP,Airbus,0,0,May,5,Monday,0,20-24,19,9,5,5,0.4737,0.2632,0.2632
26-05-2025,DEL,6,FO,Airbus,0,0,May,5,Monday,0,20-24,18,6,5,7,0.3333,0.2778,0.3889
27-05-2025,DEL,1,CP,Airbus,0,0,May,5,Tuesday,1,0-4,6,0,0,1,0,0,0.1667
27-05-2025,DEL,1,FO,Airbus,0,0,May,5,Tuesday,1,0-4,5,1,0,2,0.2,0,0.4
27-05-2025,DEL,2,CP,Airbus,0,0,May,5,Tuesday,1,04-Aug,50,17,4,10,0.34,0.08,0.2
27-05-2025,DEL,2,FO,Airbus,0,0,May,5,Tuesday,1,04-Aug,45,13,4,8,0.2889,0.0889,0.1778
27-05-2025,DEL,3,CP,Airbus,0,0,May,5,Tuesday,1,08-Dec,50,12,6,6,0.24,0.12,0.12
27-05-2025,DEL,3,FO,Airbus,0,0,May,5,Tuesday,1,08-Dec,45,8,4,11,0.1778,0.0889,0.2444
27-05-2025,DEL,4,CP,Airbus,0,0,May,5,Tuesday,1,Dec-16,43,13,2,9,0.3023,0.0465,0.2093
27-05-2025,DEL,4,FO,Airbus,0,0,May,5,Tuesday,1,Dec-16,38,5,2,9,0.1316,0.0526,0.2368
27-05-2025,DEL,5,CP,Airbus,0,0,May,5,Tuesday,1,16-20,49,10,4,10,0.2041,0.0816,0.2041
27-05-2025,DEL,5,FO,Airbus,0,0,May,5,Tuesday,1,16-20,49,8,5,5,0.1633,0.102,0.102
27-05-2025,DEL,6,CP,Airbus,0,0,May,5,Tuesday,1,20-24,20,11,5,5,0.55,0.25,0.25
27-05-2025,DEL,6,FO,Airbus,0,0,May,5,Tuesday,1,20-24,22,8,5,6,0.3636,0.2273,0.2727
28-05-2025,DEL,1,CP,Airbus,0,0,May,5,Wednesday,2,0-4,6,1,0,0,0.1667,0,0
28-05-2025,DEL,1,FO,Airbus,0,0,May,5,Wednesday,2,0-4,5,1,0,0,0.2,0,0
28-05-2025,DEL,2,CP,Airbus,0,0,May,5,Wednesday,2,04-Aug,51,14,6,7,0.2745,0.1176,0.1373
28-05-2025,DEL,2,FO,Airbus,0,0,May,5,Wednesday,2,04-Aug,50,12,6,11,0.24,0.12,0.22
28-05-2025,DEL,3,CP,Airbus,0,0,May,5,Wednesday,2,08-Dec,44,10,3,7,0.2273,0.0682,0.1591
28-05-2025,DEL,3,FO,Airbus,0,0,May,5,Wednesday,2,08-Dec,41,6,4,6,0.1463,0.0976,0.1463
28-05-2025,DEL,4,CP,Airbus,0,0,May,5,Wednesday,2,Dec-16,40,11,3,7,0.275,0.075,0.175
28-05-2025,DEL,4,FO,Airbus,0,0,May,5,Wednesday,2,Dec-16,44,4,3,7,0.0909,0.0682,0.1591
28-05-2025,DEL,5,CP,Airbus,0,0,May,5,Wednesday,2,16-20,41,9,4,3,0.2195,0.0976,0.0732
28-05-2025,DEL,5,FO,Airbus,0,0,May,5,Wednesday,2,16-20,44,9,5,9,0.2045,0.1136,0.2045
28-05-2025,DEL,6,CP,Airbus,0,0,May,5,Wednesday,2,20-24,25,9,6,3,0.36,0.24,0.12
28-05-2025,DEL,6,FO,Airbus,0,0,May,5,Wednesday,2,20-24,20,7,5,5,0.35,0.25,0.25
29-05-2025,DEL,1,CP,Airbus,0,0,May,5,Thursday,3,0-4,4,1,0,1,0.25,0,0.25
29-05-2025,DEL,1,FO,Airbus,0,0,May,5,Thursday,3,0-4,6,1,0,2,0.1667,0,0.3333
29-05-2025,DEL,2,CP,Airbus,0,0,May,5,Thursday,3,04-Aug,53,11,3,7,0.2075,0.0566,0.1321
29-05-2025,DEL,2,FO,Airbus,0,0,May,5,Thursday,3,04-Aug,52,10,4,8,0.1923,0.0769,0.1538
29-05-2025,DEL,3,CP,Airbus,0,0,May,5,Thursday,3,08-Dec,41,8,4,7,0.1951,0.0976,0.1707
29-05-2025,DEL,3,FO,Airbus,0,0,May,5,Thursday,3,08-Dec,42,6,4,4,0.1429,0.0952,0.0952
29-05-2025,DEL,4,CP,Airbus,0,0,May,5,Thursday,3,Dec-16,50,12,3,8,0.24,0.06,0.16
29-05-2025,DEL,4,FO,Airbus,0,0,May,5,Thursday,3,Dec-16,45,5,2,12,0.1111,0.0444,0.2667
29-05-2025,DEL,5,CP,Airbus,0,0,May,5,Thursday,3,16-20,55,10,3,9,0.1818,0.0545,0.1636
29-05-2025,DEL,5,FO,Airbus,0,0,May,5,Thursday,3,16-20,41,8,4,6,0.1951,0.0976,0.1463
29-05-2025,DEL,6,CP,Airbus,0,0,May,5,Thursday,3,20-24,25,12,9,3,0.48,0.36,0.12
29-05-2025,DEL,6,FO,Airbus,0,0,May,5,Thursday,3,20-24,20,8,7,3,0.4,0.35,0.15
30-05-2025,DEL,1,CP,Airbus,0,0,May,5,Friday,4,0-4,8,1,0,0,0.125,0,0
30-05-2025,DEL,1,FO,Airbus,0,0,May,5,Friday,4,0-4,8,1,0,0,0.125,0,0
30-05-2025,DEL,2,CP,Airbus,0,0,May,5,Friday,4,04-Aug,50,17,5,8,0.34,0.1,0.16
30-05-2025,DEL,2,FO,Airbus,0,0,May,5,Friday,4,04-Aug,47,14,3,6,0.2979,0.0638,0.1277
30-05-2025,DEL,3,CP,Airbus,0,0,May,5,Friday,4,08-Dec,45,8,4,7,0.1778,0.0889,0.1556
30-05-2025,DEL,3,FO,Airbus,0,0,May,5,Friday,4,08-Dec,37,3,4,6,0.0811,0.1081,0.1622
30-05-2025,DEL,4,CP,Airbus,0,0,May,5,Friday,4,Dec-16,45,7,2,13,0.1556,0.0444,0.2889
30-05-2025,DEL,4,FO,Airbus,0,0,May,5,Friday,4,Dec-16,47,6,2,17,0.1277,0.0426,0.3617
30-05-2025,DEL,5,CP,Airbus,0,0,May,5,Friday,4,16-20,51,9,3,11,0.1765,0.0588,0.2157
30-05-2025,DEL,5,FO,Airbus,0,0,May,5,Friday,4,16-20,44,6,3,10,0.1364,0.0682,0.2273
30-05-2025,DEL,6,CP,Airbus,0,0,May,5,Friday,4,20-24,30,13,7,3,0.4333,0.2333,0.1
30-05-2025,DEL,6,FO,Airbus,0,0,May,5,Friday,4,20-24,19,9,5,4,0.4737,0.2632,0.2105
31-05-2025,DEL,1,CP,Airbus,0,0,May,5,Saturday,5,0-4,5,1,0,1,0.2,0,0.2
31-05-2025,DEL,1,FO,Airbus,0,0,May,5,Saturday,5,0-4,7,2,0,0,0.2857,0,0
31-05-2025,DEL,2,CP,Airbus,0,0,May,5,Saturday,5,04-Aug,53,14,4,11,0.2642,0.0755,0.2075
31-05-2025,DEL,2,FO,Airbus,0,0,May,5,Saturday,5,04-Aug,56,15,4,9,0.2679,0.0714,0.1607
31-05-2025,DEL,3,CP,Airbus,0,0,May,5,Saturday,5,08-Dec,46,13,5,7,0.2826,0.1087,0.1522
31-05-2025,DEL,3,FO,Airbus,0,0,May,5,Saturday,5,08-Dec,45,4,5,4,0.0889,0.1111,0.0889
31-05-2025,DEL,4,CP,Airbus,0,0,May,5,Saturday,5,Dec-16,46,12,4,3,0.2609,0.087,0.0652
31-05-2025,DEL,4,FO,Airbus,0,0,May,5,Saturday,5,Dec-16,42,7,2,10,0.1667,0.0476,0.2381
31-05-2025,DEL,5,CP,Airbus,0,0,May,5,Saturday,5,16-20,46,14,4,10,0.3043,0.087,0.2174
31-05-2025,DEL,5,FO,Airbus,0,0,May,5,Saturday,5,16-20,44,8,4,15,0.1818,0.0909,0.3409
31-05-2025,DEL,6,CP,Airbus,0,0,May,5,Saturday,5,20-24,21,12,6,2,0.5714,0.2857,0.0952
31-05-2025,DEL,6,FO,Airbus,0,0,May,5,Saturday,5,20-24,18,7,6,4,0.3889,0.3333,0.2222
01-06-2025,DEL,1,CP,Airbus,0,0,June,6,Sunday,6,0-4,3,0,0,1,0,0,0.3333
01-06-2025,DEL,1,FO,Airbus,0,0,June,6,Sunday,6,0-4,4,1,0,1,0.25,0,0.25
01-06-2025,DEL,2,CP,Airbus,0,0,June,6,Sunday,6,04-Aug,52,19,5,4,0.3654,0.0962,0.0769
01-06-2025,DEL,2,FO,Airbus,0,0,June,6,Sunday,6,04-Aug,49,15,5,8,0.3061,0.102,0.1633
01-06-2025,DEL,3,CP,Airbus,0,0,June,6,Sunday,6,08-Dec,40,8,4,9,0.2,0.1,0.225
01-06-2025,DEL,3,FO,Airbus,0,0,June,6,Sunday,6,08-Dec,39,8,4,5,0.2051,0.1026,0.1282
01-06-2025,DEL,4,CP,Airbus,0,0,June,6,Sunday,6,Dec-16,42,10,4,7,0.2381,0.0952,0.1667
01-06-2025,DEL,4,FO,Airbus,0,0,June,6,Sunday,6,Dec-16,34,6,1,3,0.1765,0.0294,0.0882
01-06-2025,DEL,5,CP,Airbus,0,0,June,6,Sunday,6,16-20,45,8,4,7,0.1778,0.0889,0.1556
01-06-2025,DEL,5,FO,Airbus,0,0,June,6,Sunday,6,16-20,39,7,4,10,0.1795,0.1026,0.2564
01-06-2025,DEL,6,CP,Airbus,0,0,June,6,Sunday,6,20-24,17,9,6,1,0.5294,0.3529,0.0588
01-06-2025,DEL,6,FO,Airbus,0,0,June,6,Sunday,6,20-24,15,7,6,1,0.4667,0.4,0.0667
02-06-2025,DEL,1,CP,Airbus,0,0,June,6,Monday,0,0-4,5,1,0,2,0.2,0,0.4
02-06-2025,DEL,1,FO,Airbus,0,0,June,6,Monday,0,0-4,6,1,0,1,0.1667,0,0.1667
02-06-2025,DEL,2,CP,Airbus,0,0,June,6,Monday,0,04-Aug,49,13,4,10,0.2653,0.0816,0.2041
02-06-2025,DEL,2,FO,Airbus,0,0,June,6,Monday,0,04-Aug,55,14,4,5,0.2545,0.0727,0.0909
02-06-2025,DEL,3,CP,Airbus,0,0,June,6,Monday,0,08-Dec,46,9,5,10,0.1957,0.1087,0.2174
02-06-2025,DEL,3,FO,Airbus,0,0,June,6,Monday,0,08-Dec,48,8,4,15,0.1667,0.0833,0.3125
02-06-2025,DEL,4,CP,Airbus,0,0,June,6,Monday,0,Dec-16,34,10,2,9,0.2941,0.0588,0.2647
02-06-2025,DEL,4,FO,Airbus,0,0,June,6,Monday,0,Dec-16,39,4,2,14,0.1026,0.0513,0.359
02-06-2025,DEL,5,CP,Airbus,0,0,June,6,Monday,0,16-20,47,10,4,7,0.2128,0.0851,0.1489
02-06-2025,DEL,5,FO,Airbus,0,0,June,6,Monday,0,16-20,38,4,4,5,0.1053,0.1053,0.1316
02-06-2025,DEL,6,CP,Airbus,0,0,June,6,Monday,0,20-24,20,13,6,4,0.65,0.3,0.2
02-06-2025,DEL,6,FO,Airbus,0,0,June,6,Monday,0,20-24,15,7,6,2,0.4667,0.4,0.1333
03-06-2025,DEL,1,CP,Airbus,0,0,June,6,Tuesday,1,0-4,5,1,0,0,0.2,0,0
03-06-2025,DEL,1,FO,Airbus,0,0,June,6,Tuesday,1,0-4,5,1,0,1,0.2,0,0.2
03-06-2025,DEL,2,CP,Airbus,0,0,June,6,Tuesday,1,04-Aug,59,21,6,9,0.3559,0.1017,0.1525
03-06-2025,DEL,2,FO,Airbus,0,0,June,6,Tuesday,1,04-Aug,48,11,5,10,0.2292,0.1042,0.2083
03-06-2025,DEL,3,CP,Airbus,0,0,June,6,Tuesday,1,08-Dec,46,12,5,6,0.2609,0.1087,0.1304
03-06-2025,DEL,3,FO,Airbus,0,0,June,6,Tuesday,1,08-Dec,40,7,4,9,0.175,0.1,0.225
03-06-2025,DEL,4,CP,Airbus,0,0,June,6,Tuesday,1,Dec-16,48,11,4,4,0.2292,0.0833,0.0833
03-06-2025,DEL,4,FO,Airbus,0,0,June,6,Tuesday,1,Dec-16,42,3,1,9,0.0714,0.0238,0.2143
03-06-2025,DEL,5,CP,Airbus,0,0,June,6,Tuesday,1,16-20,52,11,5,8,0.2115,0.0962,0.1538
03-06-2025,DEL,5,FO,Airbus,0,0,June,6,Tuesday,1,16-20,44,10,4,10,0.2273,0.0909,0.2273
03-06-2025,DEL,6,CP,Airbus,0,0,June,6,Tuesday,1,20-24,18,10,5,2,0.5556,0.2778,0.1111
03-06-2025,DEL,6,FO,Airbus,0,0,June,6,Tuesday,1,20-24,17,6,5,2,0.3529,0.2941,0.1176
04-06-2025,DEL,1,CP,Airbus,0,0,June,6,Wednesday,2,0-4,5,1,0,1,0.2,0,0.2
04-06-2025,DEL,1,FO,Airbus,0,0,June,6,Wednesday,2,0-4,5,1,0,1,0.2,0,0.2
04-06-2025,DEL,2,CP,Airbus,0,0,June,6,Wednesday,2,04-Aug,52,16,5,5,0.3077,0.0962,0.0962
04-06-2025,DEL,2,FO,Airbus,0,0,June,6,Wednesday,2,04-Aug,48,11,4,11,0.2292,0.0833,0.2292
04-06-2025,DEL,3,CP,Airbus,0,0,June,6,Wednesday,2,08-Dec,36,8,5,4,0.2222,0.1389,0.1111
04-06-2025,DEL,3,FO,Airbus,0,0,June,6,Wednesday,2,08-Dec,41,6,4,7,0.1463,0.0976,0.1707
04-06-2025,DEL,4,CP,Airbus,0,0,June,6,Wednesday,2,Dec-16,36,8,3,7,0.2222,0.0833,0.1944
04-06-2025,DEL,4,FO,Airbus,0,0,June,6,Wednesday,2,Dec-16,34,7,2,7,0.2059,0.0588,0.2059
04-06-2025,DEL,5,CP,Airbus,0,0,June,6,Wednesday,2,16-20,49,15,4,6,0.3061,0.0816,0.1224
04-06-2025,DEL,5,FO,Airbus,0,0,June,6,Wednesday,2,16-20,50,10,4,14,0.2,0.08,0.28
04-06-2025,DEL,6,CP,Airbus,0,0,June,6,Wednesday,2,20-24,24,11,5,4,0.4583,0.2083,0.1667
04-06-2025,DEL,6,FO,Airbus,0,0,June,6,Wednesday,2,20-24,13,5,5,2,0.3846,0.3846,0.1538
05-06-2025,DEL,1,CP,Airbus,0,0,June,6,Thursday,3,0-4,5,1,0,1,0.2,0,0.2
05-06-2025,DEL,1,FO,Airbus,0,0,June,6,Thursday,3,0-4,6,1,0,2,0.1667,0,0.3333
05-06-2025,DEL,2,CP,Airbus,0,0,June,6,Thursday,3,04-Aug,58,16,5,14,0.2759,0.0862,0.2414
05-06-2025,DEL,2,FO,Airbus,0,0,June,6,Thursday,3,04-Aug,43,16,3,8,0.3721,0.0698,0.186
05-06-2025,DEL,3,CP,Airbus,0,0,June,6,Thursday,3,08-Dec,43,10,4,5,0.2326,0.093,0.1163
05-06-2025,DEL,3,FO,Airbus,0,0,June,6,Thursday,3,08-Dec,39,6,4,6,0.1538,0.1026,0.1538
05-06-2025,DEL,4,CP,Airbus,0,0,June,6,Thursday,3,Dec-16,39,4,2,9,0.1026,0.0513,0.2308
05-06-2025,DEL,4,FO,Airbus,0,0,June,6,Thursday,3,Dec-16,45,3,3,12,0.0667,0.0667,0.2667
05-06-2025,DEL,5,CP,Airbus,0,0,June,6,Thursday,3,16-20,65,12,5,9,0.1846,0.0769,0.1385
05-06-2025,DEL,5,FO,Airbus,0,0,June,6,Thursday,3,16-20,47,9,3,7,0.1915,0.0638,0.1489
05-06-2025,DEL,6,CP,Airbus,0,0,June,6,Thursday,3,20-24,24,13,8,0,0.5417,0.3333,0
05-06-2025,DEL,6,FO,Airbus,0,0,June,6,Thursday,3,20-24,19,7,8,3,0.3684,0.4211,0.1579
06-06-2025,DEL,1,CP,Airbus,0,0,June,6,Friday,4,0-4,7,1,0,0,0.1429,0,0
06-06-2025,DEL,1,FO,Airbus,0,0,June,6,Friday,4,0-4,5,1,0,1,0.2,0,0.2
06-06-2025,DEL,2,CP,Airbus,0,0,June,6,Friday,4,04-Aug,52,13,5,8,0.25,0.0962,0.1538
06-06-2025,DEL,2,FO,Airbus,0,0,June,6,Friday,4,04-Aug,53,13,3,11,0.2453,0.0566,0.2075
06-06-2025,DEL,3,CP,Airbus,0,0,June,6,Friday,4,08-Dec,37,9,4,7,0.2432,0.1081,0.1892
06-06-2025,DEL,3,FO,Airbus,0,0,June,6,Friday,4,08-Dec,35,6,4,8,0.1714,0.1143,0.2286
06-06-2025,DEL,4,CP,Airbus,0,0,June,6,Friday,4,Dec-16,44,12,3,7,0.2727,0.0682,0.1591
06-06-2025,DEL,4,FO,Airbus,0,0,June,6,Friday,4,Dec-16,37,7,1,6,0.1892,0.027,0.1622
06-06-2025,DEL,5,CP,Airbus,0,0,June,6,Friday,4,16-20,58,15,4,4,0.2586,0.069,0.069
06-06-2025,DEL,5,FO,Airbus,0,0,June,6,Friday,4,16-20,41,8,4,5,0.1951,0.0976,0.122
06-06-2025,DEL,6,CP,Airbus,0,0,June,6,Friday,4,20-24,21,11,5,2,0.5238,0.2381,0.0952
06-06-2025,DEL,6,FO,Airbus,0,0,June,6,Friday,4,20-24,14,5,5,2,0.3571,0.3571,0.1429
07-06-2025,DEL,1,CP,Airbus,0,0,June,6,Saturday,5,0-4,6,1,0,3,0.1667,0,0.5
07-06-2025,DEL,1,FO,Airbus,0,0,June,6,Saturday,5,0-4,5,1,0,0,0.2,0,0
07-06-2025,DEL,2,CP,Airbus,0,0,June,6,Saturday,5,04-Aug,52,16,4,6,0.3077,0.0769,0.1154
07-06-2025,DEL,2,FO,Airbus,0,0,June,6,Saturday,5,04-Aug,50,12,4,9,0.24,0.08,0.18
07-06-2025,DEL,3,CP,Airbus,0,0,June,6,Saturday,5,08-Dec,45,10,5,8,0.2222,0.1111,0.1778
07-06-2025,DEL,3,FO,Airbus,0,0,June,6,Saturday,5,08-Dec,41,7,4,7,0.1707,0.0976,0.1707
07-06-2025,DEL,4,CP,Airbus,0,0,June,6,Saturday,5,Dec-16,45,9,3,7,0.2,0.0667,0.1556
07-06-2025,DEL,4,FO,Airbus,0,0,June,6,Saturday,5,Dec-16,46,4,1,11,0.087,0.0217,0.2391
07-06-2025,DEL,5,CP,Airbus,0,0,June,6,Saturday,5,16-20,44,12,4,4,0.2727,0.0909,0.0909
07-06-2025,DEL,5,FO,Airbus,0,0,June,6,Saturday,5,16-20,41,10,4,8,0.2439,0.0976,0.1951
07-06-2025,DEL,6,CP,Airbus,0,0,June,6,Saturday,5,20-24,21,11,5,4,0.5238,0.2381,0.1905
07-06-2025,DEL,6,FO,Airbus,0,0,June,6,Saturday,5,20-24,17,6,5,3,0.3529,0.2941,0.1765
08-06-2025,DEL,1,CP,Airbus,0,0,June,6,Sunday,6,0-4,8,2,0,0,0.25,0,0
08-06-2025,DEL,1,FO,Airbus,0,0,June,6,Sunday,6,0-4,6,1,0,0,0.1667,0,0
08-06-2025,DEL,2,CP,Airbus,0,0,June,6,Sunday,6,04-Aug,58,17,5,10,0.2931,0.0862,0.1724
08-06-2025,DEL,2,FO,Airbus,0,0,June,6,Sunday,6,04-Aug,49,14,5,4,0.2857,0.102,0.0816
08-06-2025,DEL,3,CP,Airbus,0,0,June,6,Sunday,6,08-Dec,42,9,4,7,0.2143,0.0952,0.1667
08-06-2025,DEL,3,FO,Airbus,0,0,June,6,Sunday,6,08-Dec,42,3,4,4,0.0714,0.0952,0.0952
08-06-2025,DEL,4,CP,Airbus,0,0,June,6,Sunday,6,Dec-16,43,12,3,6,0.2791,0.0698,0.1395
08-06-2025,DEL,4,FO,Airbus,0,0,June,6,Sunday,6,Dec-16,41,4,3,6,0.0976,0.0732,0.1463
08-06-2025,DEL,5,CP,Airbus,0,0,June,6,Sunday,6,16-20,49,14,6,8,0.2857,0.1224,0.1633
08-06-2025,DEL,5,FO,Airbus,0,0,June,6,Sunday,6,16-20,48,8,4,5,0.1667,0.0833,0.1042
08-06-2025,DEL,6,CP,Airbus,0,0,June,6,Sunday,6,20-24,22,12,6,1,0.5455,0.2727,0.0455
08-06-2025,DEL,6,FO,Airbus,0,0,June,6,Sunday,6,20-24,15,8,6,2,0.5333,0.4,0.1333
09-06-2025,DEL,1,CP,Airbus,0,0,June,6,Monday,0,0-4,7,2,0,2,0.2857,0,0.2857
09-06-2025,DEL,1,FO,Airbus,0,0,June,6,Monday,0,0-4,8,0,0,1,0,0,0.125
09-06-2025,DEL,2,CP,Airbus,0,0,June,6,Monday,0,04-Aug,52,16,4,12,0.3077,0.0769,0.2308
09-06-2025,DEL,2,FO,Airbus,0,0,June,6,Monday,0,04-Aug,51,14,4,6,0.2745,0.0784,0.1176
09-06-2025,DEL,3,CP,Airbus,0,0,June,6,Monday,0,08-Dec,42,8,5,5,0.1905,0.119,0.119
09-06-2025,DEL,3,FO,Airbus,0,0,June,6,Monday,0,08-Dec,35,5,3,6,0.1429,0.0857,0.1714
09-06-2025,DEL,4,CP,Airbus,0,0,June,6,Monday,0,Dec-16,43,10,2,6,0.2326,0.0465,0.1395
09-06-2025,DEL,4,FO,Airbus,0,0,June,6,Monday,0,Dec-16,48,7,2,9,0.1458,0.0417,0.1875
09-06-2025,DEL,5,CP,Airbus,0,0,June,6,Monday,0,16-20,57,13,4,5,0.2281,0.0702,0.0877
09-06-2025,DEL,5,FO,Airbus,0,0,June,6,Monday,0,16-20,48,14,4,9,0.2917,0.0833,0.1875
09-06-2025,DEL,6,CP,Airbus,0,0,June,6,Monday,0,20-24,21,10,6,2,0.4762,0.2857,0.0952
09-06-2025,DEL,6,FO,Airbus,0,0,June,6,Monday,0,20-24,16,5,5,2,0.3125,0.3125,0.125
10-06-2025,DEL,1,CP,Airbus,0,0,June,6,Tuesday,1,0-4,6,1,0,1,0.1667,0,0.1667
10-06-2025,DEL,1,FO,Airbus,0,0,June,6,Tuesday,1,0-4,4,1,0,0,0.25,0,0
10-06-2025,DEL,2,CP,Airbus,0,0,June,6,Tuesday,1,04-Aug,50,12,6,6,0.24,0.12,0.12
10-06-2025,DEL,2,FO,Airbus,0,0,June,6,Tuesday,1,04-Aug,47,10,5,6,0.2128,0.1064,0.1277
10-06-2025,DEL,3,CP,Airbus,0,0,June,6,Tuesday,1,08-Dec,42,13,4,9,0.3095,0.0952,0.2143
