Date,Station,Duty Window Number,Rank,Fleet,Season,IrOps,Month,Month Number,Weekday,Weekday Number,Duty Window,Pairing Start Count,Multi-Day Pairing Count,INT Pairing Count,Standby Activation Count,Multi-Day Pairing Ratio,INT Pairing Ratio,Activation Rate
23-12-2025,DEL,6,FO,Airbus,1,1,December,12,Tuesday,1,20-24,12,8,5,2,0.6667,0.4167,0.1667
24-12-2025,DEL,1,CP,Airbus,1,1,December,12,Wednesday,2,0-4,5,2,1,2,0.4,0.2,0.4
24-12-2025,DEL,1,FO,Airbus,1,1,December,12,Wednesday,2,0-4,5,2,1,1,0.4,0.2,0.2
24-12-2025,DEL,2,CP,Airbus,1,1,December,12,Wednesday,2,04-Aug,49,19,5,8,0.3878,0.102,0.1633
24-12-2025,DEL,2,FO,Airbus,1,1,December,12,Wednesday,2,04-Aug,43,19,7,6,0.4419,0.1628,0.1395
24-12-2025,DEL,3,CP,Airbus,1,1,December,12,Wednesday,2,08-Dec,45,4,4,18,0.0889,0.0889,0.4
24-12-2025,DEL,3,FO,Airbus,1,1,December,12,Wednesday,2,08-Dec,35,6,1,6,0.1714,0.0286,0.1714
24-12-2025,DEL,4,CP,Airbus,1,1,December,12,Wednesday,2,Dec-16,42,13,5,9,0.3095,0.119,0.2143
24-12-2025,DEL,4,FO,Airbus,1,1,December,12,Wednesday,2,Dec-16,34,8,3,11,0.2353,0.0882,0.3235
24-12-2025,DEL,5,CP,Airbus,1,1,December,12,Wednesday,2,16-20,37,14,5,15,0.3784,0.1351,0.4054
24-12-2025,DEL,5,FO,Airbus,1,1,December,12,Wednesday,2,16-20,45,12,7,10,0.2667,0.1556,0.2222
24-12-2025,DEL,6,CP,Airbus,1,1,December,12,Wednesday,2,20-24,19,10,7,4,0.5263,0.3684,0.2105
24-12-2025,DEL,6,FO,Airbus,1,1,December,12,Wednesday,2,20-24,21,8,6,3,0.381,0.2857,0.1429
25-12-2025,DEL,1,CP,Airbus,1,1,December,12,Thursday,3,0-4,5,2,1,0,0.4,0.2,0
25-12-2025,DEL,1,FO,Airbus,1,1,December,12,Thursday,3,0-4,5,1,1,0,0.2,0.2,0
25-12-2025,DEL,2,CP,Airbus,1,1,December,12,Thursday,3,04-Aug,53,19,8,11,0.3585,0.1509,0.2075
25-12-2025,DEL,2,FO,Airbus,1,1,December,12,Thursday,3,04-Aug,47,18,6,7,0.383,0.1277,0.1489
25-12-2025,DEL,3,CP,Airbus,1,1,December,12,Thursday,3,08-Dec,46,10,3,12,0.2174,0.0652,0.2609
25-12-2025,DEL,3,FO,Airbus,1,1,December,12,Thursday,3,08-Dec,33,7,4,5,0.2121,0.1212,0.1515
25-12-2025,DEL,4,CP,Airbus,1,1,December,12,Thursday,3,Dec-16,52,15,9,13,0.2885,0.1731,0.25
25-12-2025,DEL,4,FO,Airbus,1,1,December,12,Thursday,3,Dec-16,39,11,9,10,0.2821,0.2308,0.2564
25-12-2025,DEL,5,CP,Airbus,1,1,December,12,Thursday,3,16-20,36,9,5,11,0.25,0.1389,0.3056
25-12-2025,DEL,5,FO,Airbus,1,1,December,12,Thursday,3,16-20,26,6,4,7,0.2308,0.1538,0.2692
25-12-2025,DEL,6,CP,Airbus,1,1,December,12,Thursday,3,20-24,21,11,7,3,0.5238,0.3333,0.1429
25-12-2025,DEL,6,FO,Airbus,1,1,December,12,Thursday,3,20-24,19,11,7,2,0.5789,0.3684,0.1053
26-12-2025,DEL,1,CP,Airbus,1,1,December,12,Friday,4,0-4,4,1,1,1,0.25,0.25,0.25
26-12-2025,DEL,1,FO,Airbus,1,1,December,12,Friday,4,0-4,4,1,1,0,0.25,0.25,0
26-12-2025,DEL,2,CP,Airbus,1,1,December,12,Friday,4,04-Aug,46,21,8,8,0.4565,0.1739,0.1739
26-12-2025,DEL,2,FO,Airbus,1,1,December,12,Friday,4,04-Aug,41,12,5,8,0.2927,0.122,0.1951
26-12-2025,DEL,3,CP,Airbus,1,1,December,12,Friday,4,08-Dec,38,11,5,12,0.2895,0.1316,0.3158
26-12-2025,DEL,3,FO,Airbus,1,1,December,12,Friday,4,08-Dec,31,9,2,9,0.2903,0.0645,0.2903
26-12-2025,DEL,4,CP,Airbus,1,1,December,12,Friday,4,Dec-16,45,9,7,9,0.2,0.1556,0.2
26-12-2025,DEL,4,FO,Airbus,1,1,December,12,Friday,4,Dec-16,38,11,6,5,0.2895,0.1579,0.1316
26-12-2025,DEL,5,CP,Airbus,1,1,December,12,Friday,4,16-20,43,14,5,10,0.3256,0.1163,0.2326
26-12-2025,DEL,5,FO,Airbus,1,1,December,12,Friday,4,16-20,39,10,4,11,0.2564,0.1026,0.2821
26-12-2025,DEL,6,CP,Airbus,1,1,December,12,Friday,4,20-24,20,6,8,1,0.3,0.4,0.05
26-12-2025,DEL,6,FO,Airbus,1,1,December,12,Friday,4,20-24,15,5,6,1,0.3333,0.4,0.0667
27-12-2025,DEL,1,CP,Airbus,1,1,December,12,Saturday,5,0-4,5,2,1,0,0.4,0.2,0
27-12-2025,DEL,1,FO,Airbus,1,1,December,12,Saturday,5,0-4,4,2,1,0,0.5,0.25,0
27-12-2025,DEL,2,CP,Airbus,1,1,December,12,Saturday,5,04-Aug,55,18,5,10,0.3273,0.0909,0.1818
27-12-2025,DEL,2,FO,Airbus,1,1,December,12,Saturday,5,04-Aug,44,17,5,7,0.3864,0.1136,0.1591
27-12-2025,DEL,3,CP,Airbus,1,1,December,12,Saturday,5,08-Dec,33,5,2,3,0.1515,0.0606,0.0909
27-12-2025,DEL,3,FO,Airbus,1,1,December,12,Saturday,5,08-Dec,42,7,4,9,0.1667,0.0952,0.2143
27-12-2025,DEL,4,CP,Airbus,1,1,December,12,Saturday,5,Dec-16,53,14,8,8,0.2642,0.1509,0.1509
27-12-2025,DEL,4,FO,Airbus,1,1,December,12,Saturday,5,Dec-16,38,10,7,4,0.2632,0.1842,0.1053
27-12-2025,DEL,5,CP,Airbus,1,1,December,12,Saturday,5,16-20,37,8,5,10,0.2162,0.1351,0.2703
27-12-2025,DEL,5,FO,Airbus,1,1,December,12,Saturday,5,16-20,32,6,4,9,0.1875,0.125,0.2812
27-12-2025,DEL,6,CP,Airbus,1,1,December,12,Saturday,5,20-24,19,8,7,7,0.4211,0.3684,0.3684
27-12-2025,DEL,6,FO,Airbus,1,1,December,12,Saturday,5,20-24,19,7,6,2,0.3684,0.3158,0.1053
28-12-2025,DEL,1,CP,Airbus,1,1,December,12,Sunday,6,0-4,7,2,1,1,0.2857,0.1429,0.1429
28-12-2025,DEL,1,FO,Airbus,1,1,December,12,Sunday,6,0-4,5,2,1,0,0.4,0.2,0
28-12-2025,DEL,2,CP,Airbus,1,1,December,12,Sunday,6,04-Aug,51,17,8,10,0.3333,0.1569,0.1961
28-12-2025,DEL,2,FO,Airbus,1,1,December,12,Sunday,6,04-Aug,46,14,7,4,0.3043,0.1522,0.087
28-12-2025,DEL,3,CP,Airbus,1,1,December,12,Sunday,6,08-Dec,44,10,2,12,0.2273,0.0455,0.2727
28-12-2025,DEL,3,FO,Airbus,1,1,December,12,Sunday,6,08-Dec,38,2,3,13,0.0526,0.0789,0.3421
28-12-2025,DEL,4,CP,Airbus,1,1,December,12,Sunday,6,Dec-16,44,10,6,12,0.2273,0.1364,0.2727
28-12-2025,DEL,4,FO,Airbus,1,1,December,12,Sunday,6,Dec-16,40,9,6,10,0.225,0.15,0.25
28-12-2025,DEL,5,CP,Airbus,1,1,December,12,Sunday,6,16-20,35,12,5,8,0.3429,0.1429,0.2286
28-12-2025,DEL,5,FO,Airbus,1,1,December,12,Sunday,6,16-20,44,9,6,8,0.2045,0.1364,0.1818
28-12-2025,DEL,6,CP,Airbus,1,1,December,12,Sunday,6,20-24,19,11,8,3,0.5789,0.4211,0.1579
28-12-2025,DEL,6,FO,Airbus,1,1,December,12,Sunday,6,20-24,20,9,8,3,0.45,0.4,0.15
29-12-2025,DEL,1,CP,Airbus,1,1,December,12,Monday,0,0-4,6,4,3,0,0.6667,0.5,0
29-12-2025,DEL,1,FO,Airbus,1,1,December,12,Monday,0,0-4,5,4,3,0,0.8,0.6,0
29-12-2025,DEL,2,CP,Airbus,1,1,December,12,Monday,0,04-Aug,48,16,7,9,0.3333,0.1458,0.1875
29-12-2025,DEL,2,FO,Airbus,1,1,December,12,Monday,0,04-Aug,37,15,5,4,0.4054,0.1351,0.1081
29-12-2025,DEL,3,CP,Airbus,1,1,December,12,Monday,0,08-Dec,35,9,7,4,0.2571,0.2,0.1143
29-12-2025,DEL,3,FO,Airbus,1,1,December,12,Monday,0,08-Dec,30,7,5,0,0.2333,0.1667,0
29-12-2025,DEL,4,CP,Airbus,1,1,December,12,Monday,0,Dec-16,45,7,4,12,0.1556,0.0889,0.2667
29-12-2025,DEL,4,FO,Airbus,1,1,December,12,Monday,0,Dec-16,52,9,4,9,0.1731,0.0769,0.1731
29-12-2025,DEL,5,CP,Airbus,1,1,December,12,Monday,0,16-20,39,14,6,9,0.359,0.1538,0.2308
29-12-2025,DEL,5,FO,Airbus,1,1,December,12,Monday,0,16-20,37,11,4,6,0.2973,0.1081,0.1622
29-12-2025,DEL,6,CP,Airbus,1,1,December,12,Monday,0,20-24,16,5,5,0,0.3125,0.3125,0
29-12-2025,DEL,6,FO,Airbus,1,1,December,12,Monday,0,20-24,17,5,5,2,0.2941,0.2941,0.1176
30-12-2025,DEL,1,CP,Airbus,1,1,December,12,Tuesday,1,0-4,3,1,1,0,0.3333,0.3333,0
30-12-2025,DEL,1,FO,Airbus,1,1,December,12,Tuesday,1,0-4,1,1,1,0,1,1,0
30-12-2025,DEL,2,CP,Airbus,1,1,December,12,Tuesday,1,04-Aug,25,12,6,7,0.48,0.24,0.28
30-12-2025,DEL,2,FO,Airbus,1,1,December,12,Tuesday,1,04-Aug,26,14,6,4,0.5385,0.2308,0.1538
30-12-2025,DEL,3,CP,Airbus,1,1,December,12,Tuesday,1,08-Dec,50,12,6,13,0.24,0.12,0.26
30-12-2025,DEL,3,FO,Airbus,1,1,December,12,Tuesday,1,08-Dec,40,16,6,11,0.4,0.15,0.275
30-12-2025,DEL,4,CP,Airbus,1,1,December,12,Tuesday,1,Dec-16,45,17,7,12,0.3778,0.1556,0.2667
30-12-2025,DEL,4,FO,Airbus,1,1,December,12,Tuesday,1,Dec-16,40,11,6,14,0.275,0.15,0.35
30-12-2025,DEL,5,CP,Airbus,1,1,December,12,Tuesday,1,16-20,43,13,8,14,0.3023,0.186,0.3256
30-12-2025,DEL,5,FO,Airbus,1,1,December,12,Tuesday,1,16-20,44,9,6,11,0.2045,0.1364,0.25
30-12-2025,DEL,6,CP,Airbus,1,1,December,12,Tuesday,1,20-24,16,6,4,1,0.375,0.25,0.0625
30-12-2025,DEL,6,FO,Airbus,1,1,December,12,Tuesday,1,20-24,21,7,4,3,0.3333,0.1905,0.1429
31-12-2025,DEL,1,CP,Airbus,1,1,December,12,Wednesday,2,0-4,8,6,1,1,0.75,0.125,0.125
31-12-2025,DEL,1,FO,Airbus,1,1,December,12,Wednesday,2,0-4,5,2,1,1,0.4,0.2,0.2
31-12-2025,DEL,2,CP,Airbus,1,1,December,12,Wednesday,2,04-Aug,37,15,7,3,0.4054,0.1892,0.0811
31-12-2025,DEL,2,FO,Airbus,1,1,December,12,Wednesday,2,04-Aug,37,10,5,6,0.2703,0.1351,0.1622
31-12-2025,DEL,3,CP,Airbus,1,1,December,12,Wednesday,2,08-Dec,36,7,5,7,0.1944,0.1389,0.1944
31-12-2025,DEL,3,FO,Airbus,1,1,December,12,Wednesday,2,08-Dec,32,6,7,10,0.1875,0.2188,0.3125
31-12-2025,DEL,4,CP,Airbus,1,1,December,12,Wednesday,2,Dec-16,46,9,4,8,0.1957,0.087,0.1739
31-12-2025,DEL,4,FO,Airbus,1,1,December,12,Wednesday,2,Dec-16,41,9,4,10,0.2195,0.0976,0.2439
31-12-2025,DEL,5,CP,Airbus,1,1,December,12,Wednesday,2,16-20,39,12,6,10,0.3077,0.1538,0.2564
31-12-2025,DEL,5,FO,Airbus,1,1,December,12,Wednesday,2,16-20,37,9,4,7,0.2432,0.1081,0.1892
31-12-2025,DEL,6,CP,Airbus,1,1,December,12,Wednesday,2,20-24,18,7,7,8,0.3889,0.3889,0.4444
31-12-2025,DEL,6,FO,Airbus,1,1,December,12,Wednesday,2,20-24,15,6,7,0,0.4,0.4667,0
01-01-2026,DEL,1,CP,Airbus,1,1,January,1,Thursday,3,0-4,7,2,1,2,0.2857,0.1429,0.2857
01-01-2026,DEL,1,FO,Airbus,1,1,January,1,Thursday,3,0-4,6,2,1,1,0.3333,0.1667,0.1667
01-01-2026,DEL,2,CP,Airbus,1,1,January,1,Thursday,3,04-Aug,43,16,8,13,0.3721,0.186,0.3023
01-01-2026,DEL,2,FO,Airbus,1,1,January,1,Thursday,3,04-Aug,42,17,7,7,0.4048,0.1667,0.1667
01-01-2026,DEL,3,CP,Airbus,1,1,January,1,Thursday,3,08-Dec,53,7,5,7,0.1321,0.0943,0.1321
01-01-2026,DEL,3,FO,Airbus,1,1,January,1,Thursday,3,08-Dec,44,13,6,13,0.2955,0.1364,0.2955
01-01-2026,DEL,4,CP,Airbus,1,1,January,1,Thursday,3,Dec-16,38,8,7,7,0.2105,0.1842,0.1842
01-01-2026,DEL,4,FO,Airbus,1,1,January,1,Thursday,3,Dec-16,35,9,8,6,0.2571,0.2286,0.1714
01-01-2026,DEL,5,CP,Airbus,1,1,January,1,Thursday,3,16-20,29,13,7,6,0.4483,0.2414,0.2069
01-01-2026,DEL,5,FO,Airbus,1,1,January,1,Thursday,3,16-20,34,14,8,8,0.4118,0.2353,0.2353
01-01-2026,DEL,6,CP,Airbus,1,1,January,1,Thursday,3,20-24,20,9,7,6,0.45,0.35,0.3
01-01-2026,DEL,6,FO,Airbus,1,1,January,1,Thursday,3,20-24,20,9,8,4,0.45,0.4,0.2
02-01-2026,DEL,1,CP,Airbus,1,1,January,1,Friday,4,0-4,6,4,2,1,0.6667,0.3333,0.1667
02-01-2026,DEL,1,FO,Airbus,1,1,January,1,Friday,4,0-4,7,3,2,0,0.4286,0.2857,0
02-01-2026,DEL,2,CP,Airbus,1,1,January,1,Friday,4,04-Aug,44,12,4,10,0.2727,0.0909,0.2273
02-01-2026,DEL,2,FO,Airbus,1,1,January,1,Friday,4,04-Aug,39,9,4,4,0.2308,0.1026,0.1026
02-01-2026,DEL,3,CP,Airbus,1,1,January,1,Friday,4,08-Dec,42,5,2,8,0.119,0.0476,0.1905
02-01-2026,DEL,3,FO,Airbus,1,1,January,1,Friday,4,08-Dec,31,4,3,6,0.129,0.0968,0.1935
02-01-2026,DEL,4,CP,Airbus,1,1,January,1,Friday,4,Dec-16,47,15,2,7,0.3191,0.0426,0.1489
02-01-2026,DEL,4,FO,Airbus,1,1,January,1,Friday,4,Dec-16,40,12,5,4,0.3,0.125,0.1
02-01-2026,DEL,5,CP,Airbus,1,1,January,1,Friday,4,16-20,37,10,5,7,0.2703,0.1351,0.1892
02-01-2026,DEL,5,FO,Airbus,1,1,January,1,Friday,4,16-20,31,11,6,5,0.3548,0.1935,0.1613
02-01-2026,DEL,6,CP,Airbus,1,1,January,1,Friday,4,20-24,17,10,6,2,0.5882,0.3529,0.1176
02-01-2026,DEL,6,FO,Airbus,1,1,January,1,Friday,4,20-24,12,7,6,3,0.5833,0.5,0.25
03-01-2026,DEL,1,CP,Airbus,1,1,January,1,Saturday,5,0-4,6,3,2,2,0.5,0.3333,0.3333
03-01-2026,DEL,1,FO,Airbus,1,1,January,1,Saturday,5,0-4,5,2,2,1,0.4,0.4,0.2
03-01-2026,DEL,2,CP,Airbus,1,1,January,1,Saturday,5,04-Aug,52,14,8,10,0.2692,0.1538,0.1923
03-01-2026,DEL,2,FO,Airbus,1,1,January,1,Saturday,5,04-Aug,47,11,6,3,0.234,0.1277,0.0638
03-01-2026,DEL,3,CP,Airbus,1,1,January,1,Saturday,5,08-Dec,35,4,4,7,0.1143,0.1143,0.2
03-01-2026,DEL,3,FO,Airbus,1,1,January,1,Saturday,5,08-Dec,39,3,2,4,0.0769,0.0513,0.1026
03-01-2026,DEL,4,CP,Airbus,1,1,January,1,Saturday,5,Dec-16,42,9,8,7,0.2143,0.1905,0.1667
03-01-2026,DEL,4,FO,Airbus,1,1,January,1,Saturday,5,Dec-16,34,7,6,6,0.2059,0.1765,0.1765
03-01-2026,DEL,5,CP,Airbus,1,1,January,1,Saturday,5,16-20,44,13,5,7,0.2955,0.1136,0.1591
03-01-2026,DEL,5,FO,Airbus,1,1,January,1,Saturday,5,16-20,36,10,5,5,0.2778,0.1389,0.1389
03-01-2026,DEL,6,CP,Airbus,1,1,January,1,Saturday,5,20-24,15,8,6,4,0.5333,0.4,0.2667
03-01-2026,DEL,6,FO,Airbus,1,1,January,1,Saturday,5,20-24,19,12,5,0,0.6316,0.2632,0
04-01-2026,DEL,1,CP,Airbus,1,1,January,1,Sunday,6,0-4,4,2,1,0,0.5,0.25,0
04-01-2026,DEL,1,FO,Airbus,1,1,January,1,Sunday,6,0-4,5,1,1,0,0.2,0.2,0
04-01-2026,DEL,2,CP,Airbus,1,1,January,1,Sunday,6,04-Aug,56,9,5,7,0.1607,0.0893,0.125
04-01-2026,DEL,2,FO,Airbus,1,1,January,1,Sunday,6,04-Aug,46,9,3,5,0.1957,0.0652,0.1087
04-01-2026,DEL,3,CP,Airbus,1,1,January,1,Sunday,6,08-Dec,42,7,5,9,0.1667,0.119,0.2143
04-01-2026,DEL,3,FO,Airbus,1,1,January,1,Sunday,6,08-Dec,39,7,3,8,0.1795,0.0769,0.2051
04-01-2026,DEL,4,CP,Airbus,1,1,January,1,Sunday,6,Dec-16,46,8,6,13,0.1739,0.1304,0.2826
04-01-2026,DEL,4,FO,Airbus,1,1,January,1,Sunday,6,Dec-16,52,9,6,9,0.1731,0.1154,0.1731
04-01-2026,DEL,5,CP,Airbus,1,1,January,1,Sunday,6,16-20,41,15,4,6,0.3659,0.0976,0.1463
04-01-2026,DEL,5,FO,Airbus,1,1,January,1,Sunday,6,16-20,45,11,4,6,0.2444,0.0889,0.1333
04-01-2026,DEL,6,CP,Airbus,1,1,January,1,Sunday,6,20-24,16,8,6,3,0.5,0.375,0.1875
04-01-2026,DEL,6,FO,Airbus,1,1,January,1,Sunday,6,20-24,23,8,6,2,0.3478,0.2609,0.087
05-01-2026,DEL,1,CP,Airbus,1,1,January,1,Monday,0,0-4,9,5,1,1,0.5556,0.1111,0.1111
05-01-2026,DEL,1,FO,Airbus,1,1,January,1,Monday,0,0-4,5,2,1,0,0.4,0.2,0
05-01-2026,DEL,2,CP,Airbus,1,1,January,1,Monday,0,04-Aug,58,13,7,9,0.2241,0.1207,0.1552
05-01-2026,DEL,2,FO,Airbus,1,1,January,1,Monday,0,04-Aug,54,15,6,5,0.2778,0.1111,0.0926
05-01-2026,DEL,3,CP,Airbus,1,1,January,1,Monday,0,08-Dec,47,13,6,10,0.2766,0.1277,0.2128
05-01-2026,DEL,3,FO,Airbus,1,1,January,1,Monday,0,08-Dec,38,4,3,8,0.1053,0.0789,0.2105
05-01-2026,DEL,4,CP,Airbus,1,1,January,1,Monday,0,Dec-16,50,13,5,10,0.26,0.1,0.2
05-01-2026,DEL,4,FO,Airbus,1,1,January,1,Monday,0,Dec-16,36,6,4,6,0.1667,0.1111,0.1667
05-01-2026,DEL,5,CP,Airbus,1,1,January,1,Monday,0,16-20,35,9,4,8,0.2571,0.1143,0.2286
05-01-2026,DEL,5,FO,Airbus,1,1,January,1,Monday,0,16-20,43,12,6,6,0.2791,0.1395,0.1395
05-01-2026,DEL,6,CP,Airbus,1,1,January,1,Monday,0,20-24,18,9,9,4,0.5,0.5,0.2222
05-01-2026,DEL,6,FO,Airbus,1,1,January,1,Monday,0,20-24,20,6,6,3,0.3,0.3,0.15
06-01-2026,DEL,1,CP,Airbus,1,1,January,1,Tuesday,1,0-4,4,1,1,0,0.25,0.25,0
06-01-2026,DEL,1,FO,Airbus,1,1,January,1,Tuesday,1,0-4,5,1,1,0,0.2,0.2,0
06-01-2026,DEL,2,CP,Airbus,1,1,January,1,Tuesday,1,04-Aug,51,8,6,12,0.1569,0.1176,0.2353
06-01-2026,DEL,2,FO,Airbus,1,1,January,1,Tuesday,1,04-Aug,47,8,5,6,0.1702,0.1064,0.1277
06-01-2026,DEL,3,CP,Airbus,1,1,January,1,Tuesday,1,08-Dec,41,5,5,8,0.122,0.122,0.1951
06-01-2026,DEL,3,FO,Airbus,1,1,January,1,Tuesday,1,08-Dec,34,5,5,5,0.1471,0.1471,0.1471
06-01-2026,DEL,4,CP,Airbus,1,1,January,1,Tuesday,1,Dec-16,47,12,7,10,0.2553,0.1489,0.2128
06-01-2026,DEL,4,FO,Airbus,1,1,January,1,Tuesday,1,Dec-16,42,10,5,9,0.2381,0.119,0.2143
06-01-2026,DEL,5,CP,Airbus,1,1,January,1,Tuesday,1,16-20,38,11,3,8,0.2895,0.0789,0.2105
06-01-2026,DEL,5,FO,Airbus,1,1,January,1,Tuesday,1,16-20,52,7,3,9,0.1346,0.0577,0.1731
06-01-2026,DEL,6,CP,Airbus,1,1,January,1,Tuesday,1,20-24,21,10,6,6,0.4762,0.2857,0.2857
06-01-2026,DEL,6,FO,Airbus,1,1,January,1,Tuesday,1,20-24,14,4,5,1,0.2857,0.3571,0.0714
07-01-2026,DEL,1,CP,Airbus,1,1,January,1,Wednesday,2,0-4,6,3,1,2,0.5,0.1667,0.3333
07-01-2026,DEL,1,FO,Airbus,1,1,January,1,Wednesday,2,0-4,4,2,1,0,0.5,0.25,0
07-01-2026,DEL,2,CP,Airbus,1,1,January,1,Wednesday,2,04-Aug,53,12,5,6,0.2264,0.0943,0.1132
07-01-2026,DEL,2,FO,Airbus,1,1,January,1,Wednesday,2,04-Aug,46,11,4,8,0.2391,0.087,0.1739
07-01-2026,DEL,3,CP,Airbus,1,1,January,1,Wednesday,2,08-Dec,42,8,4,7,0.1905,0.0952,0.1667
07-01-2026,DEL,3,FO,Airbus,1,1,January,1,Wednesday,2,08-Dec,39,7,5,8,0.1795,0.1282,0.2051
07-01-2026,DEL,4,CP,Airbus,1,1,January,1,Wednesday,2,Dec-16,52,12,7,14,0.2308,0.1346,0.2692
07-01-2026,DEL,4,FO,Airbus,1,1,January,1,Wednesday,2,Dec-16,45,9,5,11,0.2,0.1111,0.2444
07-01-2026,DEL,5,CP,Airbus,1,1,January,1,Wednesday,2,16-20,44,13,4,9,0.2955,0.0909,0.2045
07-01-2026,DEL,5,FO,Airbus,1,1,January,1,Wednesday,2,16-20,40,13,4,7,0.325,0.1,0.175
07-01-2026,DEL,6,CP,Airbus,1,1,January,1,Wednesday,2,20-24,24,14,6,6,0.5833,0.25,0.25
07-01-2026,DEL,6,FO,Airbus,1,1,January,1,Wednesday,2,20-24,23,9,6,3,0.3913,0.2609,0.1304
08-01-2026,DEL,1,CP,Airbus,1,1,January,1,Thursday,3,0-4,6,2,1,1,0.3333,0.1667,0.1667
08-01-2026,DEL,1,FO,Airbus,1,1,January,1,Thursday,3,0-4,8,6,1,3,0.75,0.125,0.375
08-01-2026,DEL,2,CP,Airbus,1,1,January,1,Thursday,3,04-Aug,50,11,4,5,0.22,0.08,0.1
08-01-2026,DEL,2,FO,Airbus,1,1,January,1,Thursday,3,04-Aug,46,13,5,5,0.2826,0.1087,0.1087
08-01-2026,DEL,3,CP,Airbus,1,1,January,1,Thursday,3,08-Dec,43,7,6,14,0.1628,0.1395,0.3256
08-01-2026,DEL,3,FO,Airbus,1,1,January,1,Thursday,3,08-Dec,45,7,6,9,0.1556,0.1333,0.2
08-01-2026,DEL,4,CP,Airbus,1,1,January,1,Thursday,3,Dec-16,51,15,5,12,0.2941,0.098,0.2353
08-01-2026,DEL,4,FO,Airbus,1,1,January,1,Thursday,3,Dec-16,49,6,5,13,0.1224,0.102,0.2653
08-01-2026,DEL,5,CP,Airbus,1,1,January,1,Thursday,3,16-20,59,10,3,6,0.1695,0.0508,0.1017
08-01-2026,DEL,5,FO,Airbus,1,1,January,1,Thursday,3,16-20,39,9,3,9,0.2308,0.0769,0.2308
08-01-2026,DEL,6,CP,Airbus,1,1,January,1,Thursday,3,20-24,20,8,6,6,0.4,0.3,0.3
08-01-2026,DEL,6,FO,Airbus,1,1,January,1,Thursday,3,20-24,13,5,6,1,0.3846,0.4615,0.0769
09-01-2026,DEL,1,CP,Airbus,1,1,January,1,Friday,4,0-4,4,2,1,1,0.5,0.25,0.25
09-01-2026,DEL,1,FO,Airbus,1,1,January,1,Friday,4,0-4,4,1,1,1,0.25,0.25,0.25
09-01-2026,DEL,2,CP,Airbus,1,1,January,1,Friday,4,04-Aug,54,14,5,10,0.2593,0.0926,0.1852
09-01-2026,DEL,2,FO,Airbus,1,1,January,1,Friday,4,04-Aug,49,12,6,6,0.2449,0.1224,0.1224
09-01-2026,DEL,3,CP,Airbus,1,1,January,1,Friday,4,08-Dec,36,6,6,2,0.1667,0.1667,0.0556
09-01-2026,DEL,3,FO,Airbus,1,1,January,1,Friday,4,08-Dec,40,6,5,6,0.15,0.125,0.15
09-01-2026,DEL,4,CP,Airbus,1,1,January,1,Friday,4,Dec-16,45,14,7,10,0.3111,0.1556,0.2222
09-01-2026,DEL,4,FO,Airbus,1,1,January,1,Friday,4,Dec-16,45,7,5,9,0.1556,0.1111,0.2
09-01-2026,DEL,5,CP,Airbus,1,1,January,1,Friday,4,16-20,39,11,3,6,0.2821,0.0769,0.1538
09-01-2026,DEL,5,FO,Airbus,1,1,January,1,Friday,4,16-20,49,10,3,8,0.2041,0.0612,0.1633
09-01-2026,DEL,6,CP,Airbus,1,1,January,1,Friday,4,20-24,19,9,6,4,0.4737,0.3158,0.2105
09-01-2026,DEL,6,FO,Airbus,1,1,January,1,Friday,4,20-24,16,6,6,1,0.375,0.375,0.0625
10-01-2026,DEL,1,CP,Airbus,1,1,January,1,Saturday,5,0-4,3,2,1,0,0.6667,0.3333,0
10-01-2026,DEL,1,FO,Airbus,1,1,January,1,Saturday,5,0-4,5,2,1,0,0.4,0.2,0
10-01-2026,DEL,2,CP,Airbus,1,1,January,1,Saturday,5,04-Aug,54,14,7,7,0.2593,0.1296,0.1296
10-01-2026,DEL,2,FO,Airbus,1,1,January,1,Saturday,5,04-Aug,49,10,4,10,0.2041,0.0816,0.2041
10-01-2026,DEL,3,CP,Airbus,1,1,January,1,Saturday,5,08-Dec,37,7,5,8,0.1892,0.1351,0.2162
10-01-2026,DEL,3,FO,Airbus,1,1,January,1,Saturday,5,08-Dec,39,4,3,4,0.1026,0.0769,0.1026
10-01-2026,DEL,4,CP,Airbus,1,1,January,1,Saturday,5,Dec-16,47,11,7,8,0.234,0.1489,0.1702
10-01-2026,DEL,4,FO,Airbus,1,1,January,1,Saturday,5,Dec-16,43,10,5,5,0.2326,0.1163,0.1163
10-01-2026,DEL,5,CP,Airbus,1,1,January,1,Saturday,5,16-20,35,12,4,6,0.3429,0.1143,0.1714
10-01-2026,DEL,5,FO,Airbus,1,1,January,1,Saturday,5,16-20,39,9,3,6,0.2308,0.0769,0.1538
10-01-2026,DEL,6,CP,Airbus,1,1,January,1,Saturday,5,20-24,17,8,6,4,0.4706,0.3529,0.2353
10-01-2026,DEL,6,FO,Airbus,1,1,January,1,Saturday,5,20-24,21,10,6,3,0.4762,0.2857,0.1429
11-01-2026,DEL,1,CP,Airbus,1,1,January,1,Sunday,6,0-4,7,4,1,2,0.5714,0.1429,0.2857
11-01-2026,DEL,1,FO,Airbus,1,1,January,1,Sunday,6,0-4,5,2,1,1,0.4,0.2,0.2
11-01-2026,DEL,2,CP,Airbus,1,1,January,1,Sunday,6,04-Aug,55,6,6,12,0.1091,0.1091,0.2182
